date,value
01/04/2021,3500.00
01/04/2021,0.00
01/04/2021,438.84
03/04/2021,0.00
06/04/2021,0.00
01/05/2021,3500.00
01/05/2021,0.00
01/06/2021,3500.00
01/06/2021,0.00
01/07/2021,3500.00
01/07/2021,0.00
01/08/2021,3500.00
01/08/2021,0.00
01/09/2021,3500.00
01/09/2021,0.00
01/10/2021,3500.00
01/10/2021,0.00
01/11/2021,3500.00
01/11/2021,0.00
01/12/2021,3500.00
01/12/2021,0.00
01/01/2022,3500.00
01/01/2022,0.00
01/02/2022,3500.00
01/02/2022,0.00
18/02/2022,198.42
01/03/2022,3500.00
01/03/2022,0.00
01/04/2022,3500.00
01/04/2022,0.00
01/05/2022,3500.00
01/05/2022,0.00
01/06/2022,3500.00
01/06/2022,0.00
01/07/2022,3500.00
01/07/2022,0.00
01/08/2022,3500.00
01/08/2022,0.00
01/09/2022,3500.00
01/09/2022,0.00
01/10/2022,3500.00
01/10/2022,0.00
01/11/2022,3500.00
01/11/2022,0.00
01/12/2022,3500.00
01/12/2022,0.00
